4.060162911256335150e+01,4.733203170361427397e+02,1.984381123494632249e+00,4.757800546725636082e+01,5.885789540078279458e+01,6.424740678680049832e+00,1.113690385292573204e+01,2.794605493941637597e-01,9.173102748491770431e-01,1.648097483391534335e-01,1.908618551885832071e+00,8.366665794922222288e-01,6.292399600443771002e-01,6.845598179682372120e+01,8.122046519958591659e+01
4.301842383793507452e+01,4.456440072596899427e+02,7.943756900957494871e-01,4.770935204671700802e+01,5.229832837158348013e+01,5.061638889779207950e+00,1.063861746606322711e+01,4.335277312519518755e-01,1.977953761537812882e-01,4.305403604458511030e-02,2.465224523614967023e+00,3.318801781414332241e-01,1.961754048914799542e+00,6.097648309555174251e+01,1.106815539946912423e+02
4.586383496768046086e+01,5.357091559713177276e+02,1.419786318190155994e+00,5.695742714098499704e+01,5.323000604628811061e+01,4.664909853689620078e+00,8.112333515801253725e+00,7.381903492952786028e-01,2.959577621595378183e+00,9.733004703567811611e-03,5.937094667082027932e-01,1.175864051912438590e+00,1.174488193650685686e-01,4.556885076574560145e+01,9.279518433491735152e+01
5.954940866374071362e+01,4.202085334341272755e+02,5.401546913898358504e-02,5.044446420247756180e+01,4.775461269889157023e+01,5.482874371080967535e+00,8.156153641580342395e+00,1.136207400592050831e+00,1.377054357426482190e+00,2.243266256992788171e-02,1.685230747953656349e+00,2.526999543369451429e-01,1.471912820577252479e+00,5.288496783327832418e+01,8.581474575948274719e+01
4.123774376630844074e+01,5.019084938242273779e+02,1.159081003878021709e+00,5.662432647111224071e+01,4.667543638207392576e+01,6.158461738679612552e+00,7.444975479740116420e+00,1.598254409773474327e+00,2.212546983043781168e+00,3.870161478888050066e-01,1.967915213678554487e+00,1.053110429621909816e+00,1.350351014994853216e+00,5.874029988912511158e+01,1.110918918684708245e+02
5.456315417959408620e+01,4.765124611456885759e+02,1.151073563831082724e+00,5.364763532292259640e+01,5.541289253585479457e+01,4.527187672925490070e+00,7.397551603671379539e+00,8.036264260697594253e-01,2.880845685261106404e+00,5.121490766082634760e-01,2.304802320650426672e+00,2.161385002413429124e+00,4.255339546024684561e-01,6.463893118320882536e+01,1.014658194903092578e+02
4.859233582565525467e+01,5.218760251551384499e+02,1.194252916249580521e+00,5.319194152740811177e+01,4.601445231611838693e+01,6.796067141580854454e+00,9.748435097206902711e+00,3.448745497139569238e-01,1.142866769349288880e+00,5.103647125714367849e-01,2.229472685648459240e+00,2.537712759768793180e+00,1.637201910811883820e+00,6.112564519375391114e+01,1.082167135743611652e+02
4.807599844566667002e+01,4.734321316870386909e+02,1.868571346775895092e+00,5.241124081946368563e+01,5.835657899321604702e+01,5.358242634959188955e+00,9.451579856797980739e+00,8.098214019414287090e-01,8.912379786324946540e-01,4.895145131755904711e-01,1.232664803571523304e+00,1.958266018259807950e+00,2.245203173541556296e+00,6.198363770391754457e+01,1.184616286971570673e+02
4.758022786412217897e+01,4.204032557292098318e+02,1.553611443982291895e+00,4.872995117463741366e+01,4.656749407804564100e+01,4.921806687066195174e+00,7.285464422938945361e+00,1.630235460507476475e+00,2.539292712059218804e+00,3.313735858151510838e-01,2.253250403135022673e+00,7.029888329378511935e-01,2.310858051957027204e+00,6.315287223689110618e+01,1.200272144634477058e+02
4.683720179923874127e+01,4.772906723094685049e+02,1.486347430769044298e+00,5.557489252402218938e+01,5.997449842693452382e+01,5.055393046796790024e+00,1.146485170575324020e+01,1.170119553200788642e+00,2.211254377914776192e+00,4.302131236924110480e-01,1.635036697691727214e+00,7.685257497332825816e-01,4.386280829375170942e-01,6.232780240320587950e+01,9.750372601514501980e+01
4.254798077542688617e+01,4.404789285796830995e+02,5.919919407965901215e-02,5.932861590792352047e+01,4.946804556427767352e+01,4.559136925499587711e+00,7.095925840334055046e+00,9.110111962276552511e-01,1.142058083397718304e+00,4.533780132721655365e-01,2.455760181215614679e+00,7.328951086286202843e-01,2.820724929974082196e-01,6.336386811024943455e+01,1.095080781151393978e+02
4.904741461941793546e+01,4.079419848903406773e+02,1.095643635149425643e+00,5.587615549229210643e+01,5.561653419453162428e+01,5.119532275270541000e+00,7.422035726366360109e+00,1.528145665079091664e+00,1.009491555664152607e+00,3.476822684580602729e-01,2.212038095253507031e+00,2.433235305856632724e+00,1.762998846429941535e+00,6.854960858410819924e+01,1.048642042530170215e+02
5.642283009386406434e+01,4.704013909429422142e+02,8.866310113996476172e-01,5.130154154944074207e+01,5.994224888256694328e+01,4.571436717748658118e+00,9.345386450508115672e+00,1.489815932402460685e+00,6.893843521429239285e-01,2.063755246579580538e-01,2.415532306416591446e+00,1.216508979870925433e+00,2.108659123713821248e+00,6.819963466916524908e+01,9.741353006467701903e+01
5.974192117306405692e+01,5.063706205601772012e+02,3.484735320682075255e-01,5.634038519083817675e+01,5.408820851565732113e+01,6.223460837960323566e+00,8.857198106406428906e+00,1.622433430906488505e+00,2.562478970174952853e+00,2.448183767250655951e-01,1.047479643711453079e+00,4.006680738704601064e-01,2.659411584349927526e+00,5.960668124736174889e+01,9.779031935777251761e+01
4.081422284666823685e+01,4.233334581350978283e+02,1.509117895577469781e-01,5.916928272700891966e+01,5.854799988832679958e+01,5.188162850591617747e+00,1.158012262327400066e+01,1.053420529277482531e+00,2.121512001352856114e+00,1.629185017247409550e-01,1.898019662211325675e+00,3.886982653146970890e-01,3.875984790833992832e-01,4.730787270670314371e+01,1.244059487455322568e+02
5.414109073394759264e+01,5.387422346922368206e+02,1.154267446087955395e-01,4.586658040166648220e+01,4.650747941611047054e+01,4.575235793158464404e+00,9.742546787974591282e+00,7.270217811398964614e-01,1.173165681114698877e+00,5.325015855444035218e-01,2.127836638552300208e+00,6.592701865037652320e-01,1.851269039559897855e+00,4.749014618050557601e+01,1.089595581721895741e+02
5.693135219906493205e+01,5.106731609955393765e+02,1.152228383659205768e+00,5.592036451097457928e+01,5.209089186913897151e+01,6.968321850227203740e+00,1.186892424818678293e+01,1.232332969085332630e+00,1.747886015952432093e+00,5.246310842487897919e-01,8.790960368001317082e-01,7.823520392022847991e-01,1.946079651130508292e+00,5.871214210582459714e+01,8.427013975681984448e+01
5.536307989506325100e+01,4.327922632428128509e+02,9.337057022475971912e-01,4.856367747302758175e+01,5.483521335698209498e+01,6.372371498984126248e+00,1.133107314010114308e+01,1.688095025752370137e+00,1.305072287584516655e+00,4.436546334551808024e-01,9.269353456903808297e-01,9.616445558017797657e-01,7.437088343760906994e-01,5.370151064965840959e+01,1.072734202031714830e+02
4.641114209059460194e+01,5.354348037863195486e+02,1.328396785678006342e+00,5.638745183791220228e+01,5.634353544242831902e+01,6.340008952025898203e+00,1.131047506782351419e+01,2.041476512790352249e-01,7.347123033173752482e-01,5.486993867371318251e-02,8.236276355247209580e-01,5.945418828883449747e-01,7.536407254121861854e-01,5.106964043184940749e+01,1.071902035424026565e+02
6.197792838120196279e+01,4.724244278150751484e+02,1.129505229946659028e-02,5.857863072811042571e+01,5.504717624311170709e+01,6.017696418178353213e+00,8.136665397830844526e+00,8.586884650240986794e-01,2.176183875359358311e+00,1.636197815471015227e-01,2.115133940744230223e+00,2.880285441198084051e+00,1.669809314102344455e+00,6.266985495949624863e+01,8.551610853149861668e+01
5.587666892572529065e+01,4.224575070568842534e+02,7.462667024924338754e-01,4.790156900790479710e+01,5.753707661841064436e+01,5.226052517060740144e+00,1.011102588883784215e+01,5.008476498134140087e-02,2.129867940360947731e-01,1.314709003019040034e-01,7.644577663204705775e-01,4.803195305961174277e-01,1.225528219892000781e+00,5.855545193619762756e+01,1.150310594304757785e+02
6.127962370784397450e+01,5.115951570705169615e+02,4.162308077116794180e-01,5.225327612827828716e+01,4.934415921397650351e+01,5.484341506388797249e+00,1.074689132254385626e+01,1.426319318445791851e+00,1.284985089043585660e+00,8.104045612027988878e-04,8.589239027396406989e-01,3.918125195021787688e-01,1.382862222793421747e+00,6.775145739852368365e+01,1.087725802979094567e+02
5.375215831190409688e+01,5.014023079753134766e+02,1.518030842335484243e+00,4.803799140264762713e+01,4.729944450145101342e+01,6.897468820337286033e+00,9.045841296216961425e+00,1.325810036898094957e+00,1.308030208637077862e+00,4.942170227412327477e-01,1.110476028270183324e+00,2.277395398027854512e+00,2.535685537537074374e+00,6.604794176260011795e+01,1.195531461429349633e+02
4.496440906981506913e+01,4.679661159419393357e+02,9.441787378249166807e-01,5.906304688703772854e+01,5.446368048099983383e+01,5.176749976548353338e+00,7.623439117645606444e+00,5.454754291758046048e-01,2.316320520512624714e+00,2.373815857231898752e-01,9.910351861089692349e-01,3.437339963981450586e-01,1.849985190954428926e+00,5.571225266678716537e+01,8.411754373851812261e+01
4.680749980747386729e+01,5.142049233937092367e+02,1.636712577499888077e-01,5.317494231096141988e+01,5.087088465033601636e+01,5.998985908647116894e+00,8.363644711194654136e+00,5.241252631070298929e-01,1.225233878434997870e+00,1.781324399822790949e-01,1.390131260444733785e+00,1.185358211477952395e+00,1.302937952828707502e+00,5.195284979590318386e+01,1.109345113782134291e+02
4.500510014262380309e+01,5.495964388648244494e+02,1.622382484341779785e+00,5.318079586686377525e+01,5.509376600204831931e+01,4.508088246293650236e+00,7.802852814908544765e+00,6.540460526116380624e-01,1.134674807206752956e+00,5.328594273218721922e-01,5.013075071221526624e-01,2.585529246895924338e+00,2.957920556378081933e+00,5.109658198429620768e+01,8.608068835580914424e+01
6.183726130105779362e+01,4.925676614272713323e+02,8.085154413848487653e-01,5.716839148622430855e+01,5.513520255884986199e+01,6.082169649095352071e+00,1.042219359407511625e+01,1.247512888878214321e+00,1.737018989087376841e+00,1.109905809216371331e-01,9.318118960392345329e-01,2.321035398490583823e+00,1.206604074774727753e+00,5.134828054854585133e+01,1.145078915556260455e+02
4.864658854004798627e+01,5.198954049851081436e+02,1.775356840944250836e+00,5.638972137710225496e+01,5.702038582083972074e+01,6.148508284100802967e+00,9.098661212585636093e+00,1.678963709301075857e+00,2.338743641822629726e+00,4.931082289833025323e-01,1.976081551371841716e+00,1.377713678828305088e+00,3.129288872976021540e-01,5.583033681541948567e+01,1.141405147648375618e+02
6.424138440454503041e+01,5.038063694973837983e+02,1.170749997823443689e+00,4.942404532080082902e+01,4.782722473493727477e+01,6.841124351442921636e+00,1.016803960233693260e+01,6.578965942667214239e-01,1.693015459651945998e+00,4.172993943207560230e-01,2.448458523037273515e+00,2.639482645067859679e+00,1.694461874628918396e+00,5.306632162215608162e+01,1.171996538877605758e+02
5.414798643892360985e+01,4.268484085955201408e+02,8.041619067697103329e-01,4.893858110791808969e+01,5.414295130699839831e+01,5.255880708188628958e+00,8.910874040754631409e+00,1.482463780470365755e+00,3.315787477663648675e-01,4.093610304037659242e-02,2.193184946940239577e+00,3.151687827615823334e-02,8.053857862064390805e-01,6.297189012907919903e+01,8.630937835762460963e+01
6.233681012534762544e+01,5.093791282586293505e+02,1.366061843843346058e+00,5.320862901453361360e+01,4.993825655372253891e+01,4.911383338067394355e+00,8.899632305198675652e+00,7.774857328064703754e-01,1.378347862142687230e+00,4.158118473230679735e-01,9.875384921197594146e-01,2.323015402634454052e+00,6.208361266625890273e-01,4.815530329169170898e+01,1.073699352629261767e+02
6.281795100435900281e+01,5.287866286384701198e+02,9.520942047626625993e-01,4.805233970648332331e+01,5.918935448172159397e+01,6.155339365974278998e+00,7.635389452922970221e+00,8.679497127095210374e-01,1.310118491450048106e+00,2.711484679899842098e-01,1.189943642721273509e+00,1.250863304962227751e+00,9.009328871168268416e-01,6.519355531107468948e+01,9.815708604240737145e+01
4.352219624407186416e+01,4.186976739865169179e+02,5.174434281444109107e-01,5.728106209417053662e+01,5.409524485204637756e+01,6.940510530357313357e+00,9.697297407690541604e+00,1.477149785757394973e+00,1.571150120613170831e+00,3.964863910952100556e-01,2.042732668666240592e+00,2.585610566995211634e+00,5.155803532844693837e-02,6.583990492889482482e+01,9.275504295452557812e+01
4.984180762679405063e+01,5.141777409738781444e+02,7.511547253205708152e-02,5.193454514020658053e+01,5.057268068893915824e+01,5.562206136248777355e+00,9.501424379744399573e+00,1.188774927463732256e+00,1.405149824559513982e+00,1.329434624719862679e-01,7.693953742667478668e-01,2.244551098632035835e+00,1.769429354420395395e+00,6.006434771621601243e+01,1.123337166700459875e+02
4.015887994734594457e+01,5.167728757886131916e+02,1.381921283310718174e+00,5.154180728580750070e+01,5.795370311009885711e+01,4.651680711083405306e+00,8.935711706768739049e+00,1.178367555380589016e+00,2.448505078578463667e+00,8.396857401535776089e-02,1.248263892069025882e+00,2.955420831435949136e+00,1.578022586613135880e+00,4.876003877023990185e+01,9.191768633096356211e+01
6.374252578670242997e+01,5.073628684365985464e+02,1.752030456739381847e-01,4.598085190803678302e+01,5.933731646886467104e+01,5.299006940014317379e+00,9.462396992973024723e+00,9.526456279963548823e-01,9.423595241003601686e-01,1.505383749882449329e-01,1.394358364882531731e+00,2.578296746044988375e+00,1.584025273322302585e+00,6.971678740041350864e+01,1.244599014349488471e+02
4.648983766327751255e+01,4.400911241139380650e+02,9.533003343464647728e-01,5.514613705480491035e+01,4.554976508621169273e+01,5.673595163731004476e+00,9.990114067339671777e+00,9.089001792940816227e-01,1.079880439687535887e+00,4.359082024204115335e-02,2.097084544806351758e+00,8.580171805371790139e-01,5.319476471452626587e-01,6.654329022630795976e+01,1.222110323543505785e+02
4.163246383977254794e+01,4.317039187979328858e+02,1.894205096918799347e+00,4.799400478309848239e+01,5.341059954197564963e+01,4.808228067175563503e+00,9.503266415516266719e+00,1.641640696276830180e+00,1.908165070332737745e+00,2.752239596777065200e-01,1.591997812711724025e+00,9.345246959080428795e-01,2.550425044615278303e+00,6.951779641608627003e+01,1.012431515864288230e+02
4.944113194093460351e+01,4.063820363009714356e+02,1.846932151401750266e+00,5.839827592270696499e+01,5.698086910312349573e+01,5.467025240001474273e+00,8.684534417340556089e+00,1.640098299877538857e+00,1.123072870766377740e+00,3.539968323559106178e-02,1.335575320466934501e+00,1.067490897706290243e+00,1.802843578707469252e-02,6.489232618225648253e+01,9.891132340814027657e+01
4.996974460652230476e+01,4.491507793497877401e+02,1.918122647503267553e+00,5.277281062896388164e+01,5.669632987476359176e+01,5.769987364517223050e+00,8.897356244892412391e+00,2.744332675114526943e-01,8.616853928022566445e-01,2.822563105372106751e-01,1.570094574700281242e+00,3.291256551484180726e-01,1.396114505935794892e+00,4.585319027091405530e+01,1.040392190016103200e+02
